prompt_id,category,level,domain,target_smells,syntax_ok,loc,cc_max,mi,ruff_total,undefined_name,unused_var,n_smells,smells_found,target_covered,target_hit,model,lang
god_class_advanced_006,god_class,advanced,General Software,God Class / Large Class,1,49,2,100.0,9,9,0,40,Duplicated Code;God Class / Large Class;Middle Man,1,1,codellama-7b,en
god_class_basic_001,god_class,basic,E-commerce,God Class / Large Class,1,44,3,59.7,8,8,0,33,Duplicated Code;Message Chains,1,0,codellama-7b,en
god_class_basic_002,god_class,basic,Finance,God Class / Large Class,1,229,2,100.0,0,0,0,1093,Comments (as smell indicator);Data Class;Duplicated Code;God Class / Large Class;Speculative Generality,1,1,codellama-7b,en
god_class_basic_003,god_class,basic,Healthcare,God Class / Large Class,1,76,6,53.02,0,0,0,40,Data Class;Data Clumps;Duplicated Code;God Class / Large Class;Long Parameter List;Speculative Generality,1,1,codellama-7b,en
god_class_basic_004,god_class,basic,Scientific Computing,God Class / Large Class,1,27,2,100.0,0,0,0,12,Comments (as smell indicator);Duplicated Code;Speculative Generality,1,0,codellama-7b,en
god_class_basic_005,god_class,basic,General Software,God Class / Large Class,1,42,7,52.17,1,0,0,27,Duplicated Code;Long Parameter List;Middle Man;Switch Statements,1,0,codellama-7b,en
god_class_basic_006,god_class,basic,E-commerce,God Class / Large Class,1,31,2,100.0,2,2,0,12,Duplicated Code;Speculative Generality,1,0,codellama-7b,en
god_class_basic_007,god_class,basic,Finance,God Class / Large Class,1,32,2,100.0,1,0,0,20,Duplicated Code;Long Parameter List;Speculative Generality,1,0,codellama-7b,en
god_class_intermediate_001,god_class,intermediate,Healthcare,God Class / Large Class,1,87,2,74.93,5,0,0,25,Dead Code;Duplicated Code;Feature Envy;Global State;Magic Numbers/Strings,1,0,codellama-7b,en
god_class_intermediate_002,god_class,intermediate,Scientific Computing,God Class / Large Class,1,47,2,100.0,1,0,0,33,Duplicated Code;Long Parameter List;Speculative Generality,1,0,codellama-7b,en
god_class_intermediate_003,god_class,intermediate,General Software,God Class / Large Class,1,47,2,100.0,1,0,0,39,Duplicated Code;Long Parameter List;Speculative Generality,1,0,codellama-7b,en
god_class_intermediate_004,god_class,intermediate,E-commerce,God Class / Large Class,1,42,2,100.0,1,0,0,6,Duplicated Code;Long Parameter List;Speculative Generality,1,0,codellama-7b,en
god_class_intermediate_005,god_class,intermediate,Finance,God Class / Large Class,1,59,2,100.0,1,0,0,28,Duplicated Code;God Class / Large Class;Long Parameter List;Speculative Generality,1,1,codellama-7b,en
god_class_intermediate_006,god_class,intermediate,Healthcare,God Class / Large Class,1,87,2,74.93,5,0,0,25,Dead Code;Duplicated Code;Feature Envy;Global State;Magic Numbers/Strings,1,0,codellama-7b,en
god_class_intermediate_007,god_class,intermediate,Scientific Computing,God Class / Large Class,1,47,2,100.0,1,0,0,33,Duplicated Code;Long Parameter List;Speculative Generality,1,0,codellama-7b,en
inappropriate_intimacy_advanced_001,inappropriate_intimacy,advanced,Healthcare,Inappropriate Intimacy,1,41,2,51.23,0,0,0,13,Data Clumps;Duplicated Code;Inappropriate Intimacy;Temporary Field,1,1,codellama-7b,en
inappropriate_intimacy_advanced_002,inappropriate_intimacy,advanced,Scientific Computing,Inappropriate Intimacy,0,49,0,,3,0,0,9,Duplicated Code;Magic Numbers/Strings,1,0,codellama-7b,en
inappropriate_intimacy_advanced_003,inappropriate_intimacy,advanced,General Software,Inappropriate Intimacy,0,36,0,,3,0,0,10,Duplicated Code,1,0,codellama-7b,en
inappropriate_intimacy_advanced_004,inappropriate_intimacy,advanced,E-commerce,Inappropriate Intimacy,1,32,2,100.0,0,0,0,12,Duplicated Code,1,0,codellama-7b,en
inappropriate_intimacy_advanced_005,inappropriate_intimacy,advanced,Finance,Inappropriate Intimacy,1,44,2,100.0,0,0,0,18,Data Class;Duplicated Code;Global State;Magic Numbers/Strings;Temporary Field,1,0,codellama-7b,en
inappropriate_intimacy_advanced_006,inappropriate_intimacy,advanced,Healthcare,Inappropriate Intimacy,1,41,2,51.23,0,0,0,13,Data Clumps;Duplicated Code;Inappropriate Intimacy;Temporary Field,1,1,codellama-7b,en
inappropriate_intimacy_basic_001,inappropriate_intimacy,basic,E-commerce,Inappropriate Intimacy,1,34,2,57.48,0,0,0,19,Duplicated Code,1,0,codellama-7b,en
inappropriate_intimacy_basic_002,inappropriate_intimacy,basic,Finance,Inappropriate Intimacy,0,39,0,,3,0,0,15,Duplicated Code;Magic Numbers/Strings,1,0,codellama-7b,en
inappropriate_intimacy_basic_003,inappropriate_intimacy,basic,Healthcare,Inappropriate Intimacy,1,14,2,100.0,0,0,0,3,Data Class;Lazy Class,1,0,codellama-7b,en
inappropriate_intimacy_basic_004,inappropriate_intimacy,basic,Scientific Computing,Inappropriate Intimacy,0,42,0,,3,0,0,18,Duplicated Code,1,0,codellama-7b,en
inappropriate_intimacy_basic_005,inappropriate_intimacy,basic,General Software,Inappropriate Intimacy,0,60,0,,3,0,0,28,Duplicated Code;Long Method;Magic Numbers/Strings,1,0,codellama-7b,en
inappropriate_intimacy_basic_006,inappropriate_intimacy,basic,E-commerce,Inappropriate Intimacy,1,34,2,57.48,0,0,0,19,Duplicated Code,1,0,codellama-7b,en
inappropriate_intimacy_intermediate_001,inappropriate_intimacy,intermediate,Finance,Inappropriate Intimacy,1,33,3,62.42,1,0,0,8,Duplicated Code,1,0,codellama-7b,en
inappropriate_intimacy_intermediate_002,inappropriate_intimacy,intermediate,Healthcare,Inappropriate Intimacy,0,50,0,,3,0,0,14,Duplicated Code;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,codellama-7b,en
inappropriate_intimacy_intermediate_003,inappropriate_intimacy,intermediate,Scientific Computing,Inappropriate Intimacy,0,35,0,,3,0,0,19,Duplicated Code,1,0,codellama-7b,en
inappropriate_intimacy_intermediate_004,inappropriate_intimacy,intermediate,General Software,Inappropriate Intimacy,0,43,0,,3,0,0,43,Duplicated Code,1,0,codellama-7b,en
inappropriate_intimacy_intermediate_005,inappropriate_intimacy,intermediate,E-commerce,Inappropriate Intimacy,0,40,0,,3,0,0,3,Duplicated Code,1,0,codellama-7b,en
inappropriate_intimacy_intermediate_006,inappropriate_intimacy,intermediate,Finance,Inappropriate Intimacy,1,33,3,62.42,1,0,0,8,Duplicated Code,1,0,codellama-7b,en
incomplete_library_class_advanced_001,incomplete_library_class,advanced,E-commerce,Incomplete Library Class,0,134,0,,3,0,0,394,Duplicated Code,0,,codellama-7b,en
incomplete_library_class_advanced_002,incomplete_library_class,advanced,Finance,Incomplete Library Class,0,54,0,,3,0,0,10,Duplicated Code;Magic Numbers/Strings,0,,codellama-7b,en
incomplete_library_class_advanced_003,incomplete_library_class,advanced,Healthcare,Incomplete Library Class,0,79,0,,3,0,0,9,Duplicated Code;Long Method;Magic Numbers/Strings,0,,codellama-7b,en
incomplete_library_class_advanced_004,incomplete_library_class,advanced,Scientific Computing,Incomplete Library Class,0,99,0,,4,0,0,0,,0,,codellama-7b,en
incomplete_library_class_basic_001,incomplete_library_class,basic,E-commerce,Incomplete Library Class,0,177,0,,2,0,0,218,Duplicated Code;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
incomplete_library_class_basic_002,incomplete_library_class,basic,Finance,Incomplete Library Class,0,17,0,,3,0,0,0,,0,,codellama-7b,en
incomplete_library_class_basic_003,incomplete_library_class,basic,Healthcare,Incomplete Library Class,0,48,0,,3,0,0,12,Duplicated Code,0,,codellama-7b,en
incomplete_library_class_basic_004,incomplete_library_class,basic,Scientific Computing,Incomplete Library Class,0,41,0,,3,0,0,11,Deep Nesting;Duplicated Code;Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
incomplete_library_class_basic_005,incomplete_library_class,basic,General Software,Incomplete Library Class,0,132,0,,3,0,0,110,Deep Nesting;Duplicated Code,0,,codellama-7b,en
incomplete_library_class_intermediate_001,incomplete_library_class,intermediate,E-commerce,Incomplete Library Class,0,145,0,,4,0,0,598,Duplicated Code,0,,codellama-7b,en
incomplete_library_class_intermediate_002,incomplete_library_class,intermediate,Finance,Incomplete Library Class,0,180,0,,2,0,0,58,Duplicated Code;Long Method;Magic Numbers/Strings,0,,codellama-7b,en
incomplete_library_class_intermediate_003,incomplete_library_class,intermediate,Healthcare,Incomplete Library Class,1,68,4,69.41,3,0,0,32,Data Class;Duplicated Code;Feature Envy;Global State;Long Method;Magic Numbers/Strings;Switch Statements,0,,codellama-7b,en
incomplete_library_class_intermediate_004,incomplete_library_class,intermediate,Scientific Computing,Incomplete Library Class,0,73,0,,3,0,0,26,Duplicated Code,0,,codellama-7b,en
incomplete_library_class_intermediate_005,incomplete_library_class,intermediate,General Software,Incomplete Library Class,0,72,0,,3,0,0,9,Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,en
lazy_class_advanced_001,lazy_class,advanced,Finance,Lazy Class,1,58,3,59.17,0,0,0,15,Duplicated Code;Global State;Long Parameter List;Magic Numbers/Strings,1,0,codellama-7b,en
lazy_class_advanced_002,lazy_class,advanced,Healthcare,Lazy Class,1,41,3,52.18,2,1,0,14,Duplicated Code;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,en
lazy_class_advanced_003,lazy_class,advanced,Scientific Computing,Lazy Class,1,23,3,62.83,1,1,0,6,Lazy Class;Magic Numbers/Strings,1,1,codellama-7b,en
lazy_class_advanced_004,lazy_class,advanced,General Software,Lazy Class,1,65,2,59.9,0,0,0,33,Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,0,codellama-7b,en
lazy_class_advanced_005,lazy_class,advanced,E-commerce,Lazy Class,1,58,3,59.17,0,0,0,15,Duplicated Code;Global State;Long Parameter List;Magic Numbers/Strings,1,0,codellama-7b,en
lazy_class_basic_001,lazy_class,basic,E-commerce,Lazy Class,1,3,2,100.0,0,0,0,1,Lazy Class,1,1,codellama-7b,en
lazy_class_basic_002,lazy_class,basic,Finance,Lazy Class,1,3,2,100.0,0,0,0,1,Lazy Class,1,1,codellama-7b,en
lazy_class_basic_003,lazy_class,basic,Healthcare,Lazy Class,1,3,2,100.0,1,1,0,1,Lazy Class,1,1,codellama-7b,en
lazy_class_basic_004,lazy_class,basic,Scientific Computing,Lazy Class,1,6,2,100.0,0,0,0,1,Duplicated Code,1,0,codellama-7b,en
lazy_class_basic_005,lazy_class,basic,General Software,Lazy Class,1,3,2,100.0,0,0,0,1,Lazy Class,1,1,codellama-7b,en
lazy_class_basic_006,lazy_class,basic,E-commerce,Lazy Class,1,9,2,72.69,0,0,0,2,Duplicated Code,1,0,codellama-7b,en
lazy_class_intermediate_001,lazy_class,intermediate,Finance,Lazy Class,1,32,2,76.48,1,0,0,12,Dead Code;Global State;Lazy Class;Magic Numbers/Strings,1,1,codellama-7b,en
lazy_class_intermediate_002,lazy_class,intermediate,Healthcare,Lazy Class,0,205,0,,1,0,0,3,Duplicated Code;Long Method,1,0,codellama-7b,en
lazy_class_intermediate_003,lazy_class,intermediate,Scientific Computing,Lazy Class,1,27,3,59.69,2,1,0,5,Dead Code;Duplicated Code;Magic Numbers/Strings,1,0,codellama-7b,en
lazy_class_intermediate_004,lazy_class,intermediate,General Software,Lazy Class,1,33,2,85.67,5,0,0,13,Dead Code;Global State;Lazy Class;Magic Numbers/Strings,1,1,codellama-7b,en
lazy_class_intermediate_005,lazy_class,intermediate,E-commerce,Lazy Class,1,48,2,100.0,0,0,0,16,Duplicated Code;Global State;Magic Numbers/Strings,1,0,codellama-7b,en
long_method_advanced_001,long_method,advanced,General Software,Long Method,1,18,1,100.0,8,8,0,2,Comments (as smell indicator);Long Method,1,1,codellama-7b,en
long_method_advanced_002,long_method,advanced,E-commerce,Long Method,1,27,3,96.75,7,7,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,1,codellama-7b,en
long_method_advanced_003,long_method,advanced,Finance,Long Method,0,59,0,,3,0,0,8,Duplicated Code;Long Method;Long Parameter List,1,1,codellama-7b,en
long_method_advanced_004,long_method,advanced,Healthcare,Long Method,1,23,1,100.0,8,7,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,1,codellama-7b,en
long_method_advanced_005,long_method,advanced,Scientific Computing,Long Method,1,31,6,93.84,0,0,0,2,Comments (as smell indicator);Long Method,1,1,codellama-7b,en
long_method_advanced_006,long_method,advanced,General Software,Long Method,1,40,9,75.97,11,5,0,9,Long Method;Magic Numbers/Strings,1,1,codellama-7b,en
long_method_basic_001,long_method,basic,E-commerce,Long Method,1,31,6,85.9,5,4,0,4,Comments (as smell indicator);Long Method;Magic Numbers/Strings,1,1,codellama-7b,en
long_method_basic_002,long_method,basic,Finance,Long Method,1,37,10,87.25,7,6,0,2,Long Method;Message Chains,1,1,codellama-7b,en
long_method_basic_003,long_method,basic,Healthcare,Long Method,1,27,4,96.03,4,3,0,3,Comments (as smell indicator);Long Method;Magic Numbers/Strings,1,1,codellama-7b,en
long_method_basic_004,long_method,basic,Scientific Computing,Long Method,1,23,1,100.0,7,7,0,2,Comments (as smell indicator);Long Method,1,1,codellama-7b,en
long_method_basic_005,long_method,basic,General Software,Long Method,1,25,3,96.56,5,4,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,1,codellama-7b,en
long_method_basic_006,long_method,basic,E-commerce,Long Method,1,35,9,84.19,4,1,0,2,Long Method;Long Parameter List,1,1,codellama-7b,en
long_method_basic_007,long_method,basic,Finance,Long Method,1,45,10,77.6,5,4,0,4,Long Method;Long Parameter List;Switch Statements,1,1,codellama-7b,en
long_method_intermediate_001,long_method,intermediate,Healthcare,Long Method,0,114,0,,1,0,0,94,Long Method;Magic Numbers/Strings,1,1,codellama-7b,en
long_method_intermediate_002,long_method,intermediate,Scientific Computing,Long Method,1,38,6,85.34,8,8,0,1,Long Method,1,1,codellama-7b,en
long_method_intermediate_003,long_method,intermediate,General Software,Long Method,0,52,0,,3,0,0,24,Duplicated Code;Long Method;Long Parameter List,1,1,codellama-7b,en
long_method_intermediate_004,long_method,intermediate,E-commerce,Long Method,1,46,14,76.54,9,1,0,4,Deep Nesting;Long Method;Magic Numbers/Strings,1,1,codellama-7b,en
long_method_intermediate_005,long_method,intermediate,Finance,Long Method,1,20,1,100.0,5,5,0,2,Comments (as smell indicator);Long Parameter List,1,0,codellama-7b,en
long_method_intermediate_006,long_method,intermediate,Healthcare,Long Method,1,25,3,100.0,6,4,1,4,Comments (as smell indicator);Dead Code;Long Method;Long Parameter List,1,1,codellama-7b,en
long_method_intermediate_007,long_method,intermediate,Scientific Computing,Long Method,0,114,0,,1,0,0,94,Long Method;Magic Numbers/Strings,1,1,codellama-7b,en
long_parameter_list_advanced_001,long_parameter_list,advanced,General Software,Long Parameter List,1,30,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_advanced_002,long_parameter_list,advanced,E-commerce,Long Parameter List,1,93,5,80.35,23,22,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_advanced_003,long_parameter_list,advanced,Finance,Long Parameter List,1,28,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_advanced_004,long_parameter_list,advanced,Healthcare,Long Parameter List,1,34,1,100.0,2,1,0,2,Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_advanced_005,long_parameter_list,advanced,Scientific Computing,Long Parameter List,1,9,1,100.0,2,1,0,1,Long Parameter List,1,1,codellama-7b,en
long_parameter_list_advanced_006,long_parameter_list,advanced,General Software,Long Parameter List,1,30,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_basic_001,long_parameter_list,basic,E-commerce,Long Parameter List,1,18,1,100.0,2,1,0,2,Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_basic_002,long_parameter_list,basic,Finance,Long Parameter List,1,58,8,100.0,1,0,0,3,Long Method;Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,en
long_parameter_list_basic_003,long_parameter_list,basic,Healthcare,Long Parameter List,1,57,14,74.09,3,0,0,11,Long Method;Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,en
long_parameter_list_basic_004,long_parameter_list,basic,Scientific Computing,Long Parameter List,0,72,0,,3,0,0,4,Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,en
long_parameter_list_basic_005,long_parameter_list,basic,General Software,Long Parameter List,1,67,13,76.48,14,1,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_basic_006,long_parameter_list,basic,E-commerce,Long Parameter List,1,15,1,100.0,1,0,0,1,Long Parameter List,1,1,codellama-7b,en
long_parameter_list_basic_007,long_parameter_list,basic,Finance,Long Parameter List,1,30,12,70.13,5,3,0,2,Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_intermediate_001,long_parameter_list,intermediate,Healthcare,Long Parameter List,1,22,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_intermediate_002,long_parameter_list,intermediate,Scientific Computing,Long Parameter List,0,93,0,,3,0,0,18,Duplicated Code;Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_intermediate_003,long_parameter_list,intermediate,General Software,Long Parameter List,1,20,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_intermediate_004,long_parameter_list,intermediate,E-commerce,Long Parameter List,1,129,1,100.0,130,0,0,10,Dead Code;Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_intermediate_005,long_parameter_list,intermediate,Finance,Long Parameter List,0,80,0,,3,0,0,8,Duplicated Code;Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_intermediate_006,long_parameter_list,intermediate,Healthcare,Long Parameter List,1,22,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,codellama-7b,en
long_parameter_list_intermediate_007,long_parameter_list,intermediate,Scientific Computing,Long Parameter List,0,93,0,,3,0,0,18,Duplicated Code;Long Method;Long Parameter List,1,1,codellama-7b,en
magic_numbers_advanced_001,magic_numbers,advanced,Healthcare,Magic Numbers/Strings,1,77,1,77.01,12,7,2,18,Dead Code;Long Method;Magic Numbers/Strings,1,1,codellama-7b,en
